"tarih","deger"
2023-02-01,8650527989
2023-03-01,9073195173
2023-04-01,9537845081
2023-05-01,9508104415
2023-06-01,10874575044
2023-07-01,11510220409
2023-08-01,11947306760
2023-09-01,12374659285
2023-10-01,12789135293
2023-11-01,13049971609
2023-12-01,13665141252
2024-01-01,13697119812
2024-02-01,14020214021
2024-03-01,14348468781
2024-04-01,14523330249
2024-05-01,14837921368
2024-06-01,15319202915
2024-07-01,15726267311
2024-08-01,16206558025
2024-09-01,16452308928
2024-10-01,16767749092
2024-11-01,16915022358
2024-12-01,17527677986
2025-01-01,17636192186
2025-02-01,18321342785
2025-03-01,19821138846
2025-04-01,20106009573
2025-05-01,20624031860
2025-06-01,21222731191
2025-07-01,21830111045
2025-08-01,22188709107
2025-09-01,22860968238
2025-10-01,23313861922
2025-11-01,23618924923
2025-12-01,24729036670
2026-01-01,25273094090
2026-02-01,25686545565
2026-03-01,25729187059
2026-04-01,26518751183
2026-05-01,27293420191
2026-06-01,27375153253
2026-07-01,28148817213
