"tarih","deger"
2001-01-01,3.00467521994991
2001-04-01,-6.70096603630781
2001-07-01,-7.479533451684
2001-10-01,-10.3877363379202
2002-01-01,-2.05413923601858
2002-04-01,7.84690163477582
2002-07-01,8.19564286431578
2002-10-01,12.147565731403
2003-01-01,6.76878548885789
2003-04-01,4.14249023861728
2003-07-01,6.31888252276145
2003-10-01,7.02747703002788
2004-01-01,8.50578649873199
2004-04-01,11.968511418071
2004-07-01,9.57176336408732
2004-10-01,8.62669818414325
2005-01-01,9.40312729730845
2005-04-01,6.97732931935604
2005-07-01,9.1840470694583
2005-10-01,10.5216099758707
2006-01-01,6.97191535570836
2006-04-01,10.4030979294118
2006-07-01,6.2206577525282
2006-10-01,5.54862079048364
2007-01-01,6.96592407171766
2007-04-01,2.61278628611115
2007-07-01,4.37493572186254
2007-10-01,6.46593392217645
2008-01-01,6.4695155898921
2008-04-01,2.85479352964235
2008-07-01,0.408456784790845
2008-10-01,-5.37544894558131
2009-01-01,-12.8532930360872
2009-04-01,-5.54421721722779
2009-07-01,-2.17009666968496
2009-10-01,0.976266555849037
2010-01-01,8.87154631390841
2010-04-01,7.5212497465494
2010-07-01,8.25142457895249
2010-10-01,9.85872354788897
2011-01-01,12.3061060924101
2011-04-01,10.8787258087931
2011-07-01,10.7622526738685
2011-10-01,9.26236318908289
2012-01-01,5.9464873463583
2012-04-01,5.07887240831739
2012-07-01,4.08776822969008
2012-10-01,4.19852598926189
2013-01-01,8.00187571769395
2013-04-01,9.93252388030215
2013-07-01,9.16124492929051
2013-10-01,7.65482928130339
2014-01-01,6.98589686333346
2014-04-01,3.07711003193971
2014-07-01,3.7753806244059
2014-10-01,4.4416951074999
2015-01-01,3.5563437201616
2015-04-01,6.84030081692644
2015-07-01,5.91244170068808
2015-10-01,6.68253726153463
2016-01-01,4.70866157243759
2016-04-01,3.94184823940606
2016-07-01,0.229881379864083
2016-10-01,4.20419241926318
2017-01-01,5.26157915056047
2017-04-01,6.18521968093697
2017-07-01,11.9988825820871
2017-10-01,7.6173092052521
2018-01-01,8.33973914417274
2018-04-01,5.95684088987418
2018-07-01,2.56253888238043
2018-10-01,-2.1404844375316
2019-01-01,-1.58734142861607
2019-04-01,0.382790304317826
2019-07-01,1.11560736431542
2019-10-01,5.92223468274564
2020-01-01,4.17510624469895
2020-04-01,-8.63647584997501
2020-07-01,5.65876453326424
2020-10-01,5.35297483899451
2021-01-01,7.79669745373655
2021-04-01,22.2102826902901
2021-07-01,9.35793485379557
2021-10-01,9.96919662146294
2022-01-01,6.78306023050255
2022-04-01,6.86476547725061
2022-07-01,4.17231777806053
2022-10-01,3.2896138017297
2023-01-01,2.78729222344523
2023-04-01,5.88888090537429
2023-07-01,5.75978207470436
2023-10-01,5.44384715186259
2024-01-01,7.17577808941687
2024-04-01,2.19071315627621
2024-07-01,2.04038177504862
2024-10-01,2.69378834114498
2025-01-01,2.57868589530759
2025-04-01,4.03335419246085
2025-07-01,4.41415744858213
2025-10-01,3.4548098183508
2026-01-01,2.83233619789518
